evolution$generation,evolution$evaluated,yt,tdq,twq,tcq,yp,pwm,pet,ai,tcov,bgr,ts,ps,ndvism,ndvif,ndvisp,ndviw,wavai,e,md,mcw,mds,g,subsample,objective$npredictors,objective$error,evolution$samples,error,npredictors
15000,15000,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.10008470366461529,5.0,6.549045546614746,8.974195599728594,5.800193945927337,0.7963541276802839,6.0,1.1046932088333006,39,"[1.0956350346536987,1.102228003621893,1.1072682868540416,1.1028547747584154,1.1247429201316208,1.0992082456272974,1.11763621202592,1.1059717727156102,1.1046932088333006,1.103617691278275,1.103430834363945,1.0968545041862545,1.093423311646902,1.1083548258045626,1.1000318232642603,1.113991927042283,1.1041997168429356,1.0950702277507962,1.104151265237191,1.0843776878254043,1.1124364159873406,1.090052252110101,1.1018300642078227,1.1069224522198096,1.1051878473161545,1.1094713962700253,1.1122569311098385,1.097764969561981,1.1085327240968876,1.091224878222795,1.111601198619932,1.10689566190193,1.1119816756295098,1.1101815550557323,1.0912161435711678,1.10681741189777,1.1100770277756087,1.1028720361948992,1.1099267820779726]","[6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0]"
15000,15000,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.07447714109401643,6.0,5.197656612150241,6.720521049182029,1.6179124164167829,0.8172914100048175,11.0,1.0629944691698041,36,"[1.046147752762221,1.0692530562857576,1.0574461444058783,1.0622147496806131,1.063814883656562,1.06451341280044,1.0652662590694264,1.043844033665306,1.059374822683898,1.053674601802979,1.0529054066194756,1.0749858707527182,1.0653954339214862,1.0607059796722864,1.0814121560482797,1.0812422424309802,1.0606555319586093,1.0913684864598552,1.0721346851097973,1.0521632948145936,1.077938521345318,1.0552894037216745,1.0579985516759138,1.0529672086655504,1.0583637669645722,1.069292738628072,1.0788771033710471,1.040886995093223,1.0666326772898373,1.063774188658995,1.0569937300206087,1.069072999715307,1.0654089469369343,1.072733963967949,1.0574831017382016,1.0508281284134928]","[11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0]"
15000,15000,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.07174848001654177,6.0,2.4084139900243753,6.7099695927878695,0.9407904194942347,0.7236496951416311,7.0,1.0346884459653478,1,"[1.0346884459653478]","[7.0]"
15000,15000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2428590359644115,4.0,8.493145773270719,0.19204991012462386,10.0,0.7806689419582878,1.0,1.3038861683143117,3,"[1.3038861683143117,1.3030034110758022,1.3061836709926538]","[1.0,1.0,1.0]"
15000,15000,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.07149559494651574,6.0,4.150574032790558,7.099202519936618,0.9052518596509422,0.7211695547847794,8.0,1.0474063375809053,19,"[1.0330106457928574,1.0618368457001626,1.0483826848272368,1.0612891758637946,1.0380076555834612,1.0443626140118272,1.0424923345178183,1.0437265481781899,1.0599770384242682,1.0500157265581567,1.0476556544058577,1.0445510853886804,1.0474063375809053,1.0400983904184957,1.0434517479409906,1.041676675631185,1.058092972506456,1.0672073367718686,1.0486113501052619]","[8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0]"
15000,15000,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0701514299209532,6.0,4.103479793854399,9.234173425191287,0.0,0.8701160705953028,5.0,1.0545216989540078,2,"[1.0478623866858974,1.0611810112221183]","[5.0,5.0]"
15000,15000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15339099636472622,4.0,9.9417848778114,0.2387584236775544,6.585035384822854,0.6327442350087491,1.0,1.380100821331783,30,"[1.3770517139133074,1.3786416457407928,1.3730395991024589,1.3767707361619466,1.3785864894457553,1.3798888861994232,1.3775094455942691,1.3815501346309615,1.389618153146818,1.378765921963512,1.3803047729294278,1.3793707881895916,1.3893657339724594,1.379106701744478,1.3849386805879849,1.3770972136646766,1.3840971819782222,1.3780271468610752,1.3824816434114215,1.3847655310650524,1.3884208232178135,1.3857420239080243,1.3826184559233592,1.379896869734138,1.3849893929893977,1.3768840501389592,1.3815742701548461,1.3825292840056203,1.385776874675519,1.3783106460025445]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
15000,15000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28421965628274126,4.0,10.0,0.24070766487738124,9.231208222680161,0.7731035994600032,1.0,1.30564516460946,6,"[1.3044414512615337,1.3081414730128116,1.3056446874501124,1.3012419189362818,1.3103222019943832,1.3056456417688076]","[1.0,1.0,1.0,1.0,1.0,1.0]"
15000,15000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14020755405087082,6.0,10.0,6.173656265307592,7.154728735740722,0.8178049132958627,2.0,1.2056541732129011,27,"[1.204209642938598,1.1893934199624334,1.2134046364570277,1.2090943155228353,1.2051588616372055,1.1983081347830002,1.2056541732129011,1.212273592690883,1.2043642160944963,1.190302999897032,1.2067834553702397,1.2197400529745939,1.2135033511744675,1.1972577806806863,1.2071270560190477,1.2077313713190212,1.1926423841965987,1.1978260040623785,1.2216618194572675,1.1995607607491139,1.214502721041064,1.2103433754953712,1.2070692601220325,1.1882143501427014,1.1987305882563957,1.2068903356857406,1.2007958194709611]","[2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0]"
15000,15000,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07607687247707344,6.0,6.186497509197906,10.0,2.8826986282702065,0.8688898315676383,4.0,1.0904313571036162,7,"[1.0820138150036898,1.1018110126164646,1.0804347383635142,1.0834150965703109,1.107456858221746,1.0904313571036162,1.1073826517863288]","[4.0,4.0,4.0,4.0,4.0,4.0,4.0]"
