evolution$generation,evolution$evaluated,yt,tdq,twq,tcq,yp,pwm,pet,ai,tcov,bgr,ts,ps,ndvism,ndvif,ndvisp,ndviw,wavai,e,md,mcw,mds,g,subsample,objective$npredictors,objective$error,evolution$samples,error,npredictors
10500,10500,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20062963008767157,5.0,2.052924460367623,7.721259701625235,3.8905283420945636,0.6612912895066242,6.0,1.145552477052223,34,"[1.1561333752097578,1.140927292775457,1.1625193502410691,1.1470788728793981,1.1301373240545423,1.1440260812250476,1.1564888281347507,1.137001439216629,1.1522127536455384,1.1422806486380286,1.1328238580270533,1.151683773739356,1.1589731705725856,1.1388897535678122,1.1549243176020032,1.1526870148761135,1.1538597232343837,1.1332839321520014,1.1660650874680343,1.1521497757652532,1.1598233934933693,1.1708296577766075,1.1333287450856506,1.1429422656382309,1.1422867446694684,1.138580071321956,1.1304961945264482,1.152727957642617,1.1480382035410437,1.1394785788068835,1.1614815557552036,1.1287615637746728,1.139722185763039,1.1418496759896712]","[6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0]"
10500,10500,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.08424933780151245,6.0,6.700489260036329,6.812857572283533,0.047081462240330135,0.6,11.0,1.0184375577580045,1,"[1.0184375577580045]","[11.0]"
10500,10500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29287948422162025,6.0,4.003995971958391,5.5618078070069,7.702287590794045,0.8626034323399527,0.0,1.49626586101568,15,"[1.49626586101568,1.49626586101568,1.49626586101568,1.49626586101568,1.49626586101568,1.49626586101568,1.49626586101568,1.49626586101568,1.49626586101568,1.49626586101568,1.49626586101568,1.49626586101568,1.49626586101568,1.49626586101568,1.49626586101568]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
10500,10500,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11271297227693132,3.0,3.1012745566425557,3.8695307721482495,0.47911540255973556,0.7748987482274623,3.0,1.1518185369646856,5,"[1.151750155237066,1.1518185369646856,1.1597574021407588,1.1443712284891365,1.152485190914217]","[3.0,3.0,3.0,3.0,3.0]"
10500,10500,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.09388474115626225,6.0,10.0,5.158877129164292,0.0,0.6894406384368682,7.0,1.0344445446677768,1,"[1.0344445446677768]","[7.0]"
10500,10500,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08808672871345626,3.0,4.581071159888134,2.2702014316942187,5.5064442149483375,0.684909254791046,3.0,1.1451811116377155,3,"[1.143874004444509,1.1477617956031048,1.1451811116377155]","[3.0,3.0,3.0]"
10500,10500,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2745807169214572,4.0,4.014247936742802,3.785791647839152,7.206757366351063,0.8255220354555479,1.0,1.348337654500685,23,"[1.342018920822285,1.344610063298856,1.3334773132436568,1.348337654500685,1.3477246513748473,1.3560919848089357,1.3458778407222065,1.3468621175786384,1.3577690116139483,1.336945616918915,1.3546410203332506,1.352757726244198,1.3583901647812342,1.3568704803752554,1.3425802787937422,1.342208649057761,1.3556769335095864,1.3459863215245194,1.346370850311113,1.3506033430585602,1.3545537798700058,1.3542997097186293,1.352454243639571]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
10500,10500,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,4.0,3.590964179325342,4.8044979433883075,10.0,0.8356647987107241,2.0,1.2672256648337779,25,"[1.2675369931861995,1.2647421152852705,1.28078341065943,1.263047357786125,1.2586755978017676,1.2672256648337779,1.2641772067484385,1.255991805740433,1.257216093529189,1.2759221394326306,1.2674706438289398,1.2808225207541546,1.2643201627368295,1.2726202793744554,1.2780781179165877,1.2643767195484652,1.27290571979979,1.2596598240622077,1.256778675169103,1.27082960046245,1.2738969645854472,1.2836798702096877,1.2813827517312255,1.255838128343276,1.265443778322409]","[2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0]"
10500,10500,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22673720008920448,3.0,10.0,0.4745317456776338,10.0,0.8208321794258773,1.0,1.319113509530868,4,"[1.3187639733383638,1.319463045723372,1.323628104139932,1.3184500990343]","[1.0,1.0,1.0,1.0]"
10500,10500,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11752457363338675,6.0,2.492633572646996,5.336818793253679,6.141510862191234,0.7602452777361106,4.0,1.1276599699047996,26,"[1.1261675629200634,1.1245846742293064,1.150173264982506,1.1227070513844957,1.130362176022676,1.1245473092074256,1.1239819932901391,1.1298970590166375,1.121895144122068,1.1204604620230507,1.1465725608017765,1.1254401938011587,1.127796301630236,1.1539034719783485,1.1275236381793632,1.1465310572358205,1.1172465030516723,1.122539903801568,1.1368954697370384,1.1271325044014522,1.1447837953247961,1.1333987410846837,1.137668119945536,1.1343566457839342,1.1286292191425589,1.1190345880798422]","[4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0]"
