evolution$generation,evolution$evaluated,yt,tdq,twq,tcq,yp,pwm,pet,ai,tcov,bgr,ts,ps,ndvism,ndvif,ndvisp,ndviw,wavai,e,md,mcw,mds,g,subsample,objective$npredictors,objective$error,evolution$samples,error,npredictors
15000,15000,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07190863988788578,6.0,1.0,4.143035722460326,0.39740844139520715,0.8060337654613166,8.0,1.0087699671793557,2,"[0.9998653886631711,1.0176745456955403]","[8.0,8.0]"
15000,15000,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.09603539236954159,5.0,2.4335953964285224,8.76634479546657,3.1738472632459813,0.6808635517534596,8.0,1.0733432491909105,42,"[1.0787263515117744,1.0679540019973228,1.0730951248356322,1.0673194503105976,1.0671753040394403,1.083159245561267,1.0687118289217492,1.0532356041795958,1.0795108360886423,1.0764384089638948,1.072580153345349,1.0864962251511554,1.0795457214159359,1.0700506658411666,1.0738659150073062,1.0753987860442087,1.0771248323964953,1.0628839586532208,1.0988620644493148,1.0560947162378145,1.0582797285540786,1.0549350645741207,1.0571926464751331,1.077286402832502,1.0577738835714807,1.0872265379790504,1.065226614811552,1.070178605754879,1.0755417633715665,1.077531324006578,1.0842307849257098,1.0804646013064219,1.0642329579742502,1.0785829321915954,1.061543665285909,1.0746358344609066,1.0743468870659403,1.0735913735461888,1.0714379074652551,1.0693800715960857,1.0634017858567355,1.0811568116813155]","[8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0]"
15000,15000,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0586168414748189,6.0,1.0,8.761598746893798,0.9758633679959392,0.6811771603465332,10.0,1.0307594804902052,21,"[1.0111017723922282,1.035255935658792,1.0425580202001323,1.0308308022518415,1.0286624468741188,1.0302525199388475,1.0307594804902052,1.0269105499117526,1.0193443992268456,1.0398129444794662,1.0352760733511275,1.02846152314179,1.024546708554718,1.0176091135259147,1.0373216593794814,1.0518863155521458,1.0326025509051002,1.035658449909413,1.0384989858369502,1.0299914719461336,1.028999704862019]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]"
15000,15000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07014421988206854,6.0,1.8939351851202355,1.3450815461033003,0.0,0.7030856032424475,5.0,1.0383559763222492,2,"[1.0382277453971116,1.0384842072473868]","[5.0,5.0]"
15000,15000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08532905612970829,5.0,7.01439456123492,5.2942385678893045,9.476707251838748,0.959642703396304,2.0,1.190287039636425,4,"[1.1906506876267235,1.189923391646126,1.1806450131477926,1.2006806701259414]","[2.0,2.0,2.0,2.0]"
15000,15000,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15951561848915277,5.0,3.776368483715517,2.7546523539391403,8.166490879795274,0.8992290396625839,2.0,1.244030586205823,32,"[1.2438331688312874,1.2468866485417451,1.258614306761581,1.2348308106192953,1.2518427861825285,1.2521594847496342,1.245622499282285,1.2387557264208593,1.24120101584688,1.251165104610156,1.2565498279440857,1.250941302857557,1.2308194340598135,1.2548292548155169,1.2350838567466096,1.2326231244622474,1.2489496965819904,1.2423481651072992,1.2442280035803588,1.2403920075603683,1.2479054984650269,1.2399873305435642,1.2372893234345201,1.2372179106063368,1.2497749290968811,1.2485437520760363,1.2378984166891644,1.238383306893468,1.2421996347237019,1.2552015494934936,1.2552141168466253,1.2343182169258167]","[2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0]"
15000,15000,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05703588407172176,6.0,2.848709402012155,1.5478674547003546,0.6457634476240919,0.6361609847191435,6.0,1.0419397417564795,5,"[1.0250028061615943,1.0279066002538642,1.0419397417564795,1.0583193502485593,1.0470962172582516]","[6.0,6.0,6.0,6.0,6.0]"
15000,15000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19374461695597128,5.0,5.633745702538685,0.44810210874107637,9.831728244092051,0.936309131509164,1.0,1.3158529101863727,1,"[1.3158529101863727]","[1.0]"
15000,15000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07652591576605206,6.0,5.805463337402761,4.761040290121049,5.824582809265603,0.8440382391935873,3.0,1.1323023243473938,7,"[1.1272087925005772,1.126662743051475,1.1323023243473938,1.1592399101597184,1.1280557542372769,1.1415399896892053,1.1416674437508394]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0]"
15000,15000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08412506982588427,5.0,1.0264250116517428,4.81772088028022,7.183281406421168,0.9959066086036616,2.0,1.1813688820701382,1,"[1.1813688820701382]","[2.0]"
